language,labels
 nhi nhi esi bhi bt nhi ap ny kha na k ap ka dil kr raha hy mry sath to bs is liay,1
rt : tere baap ne aur tmc ki amma ne part liya tha,0
sorry agr apko bura lagy but ye hi tu ajkal ki reality ha agr esa nhi tu batye .divorce ki percentage jo ladies ki traf se file ki jarhi ha almost 95%,1
"chod de bhai, you are trying to defend something that cannot be logically defended.",1
benefits of eating walnut (akhrot khane ke fayde) urdu hindi | urdu lab,1
 lakh di lanat teri shakal teeee.,0
dekhi dekho kon gya youthion ki maan ka yaar aur behnon ka thoku gya  gali gali main shor hai niazi najaiz aulaad kafir yahoodi sikh marzai bhenchod hai,0
mere ko nai pta beta ki teri ma ko bdsm wilderness ke bad bestility me interest agya aur wo kutte se chudwa rahi hai.ðŸ˜‚ðŸ¤· bahut aag baki hai teri ma ke choot me ðŸ˜’ i'm missing her badly,0
"kasam se. mujhe lagta tha tareekh parhne waale bare qabil, empathy rakhne waale loug hain. phir humain hamari professor aik yahodi ki book talk pe le k gaye. wou itna parha likha insaan, jis ki kitaab harvard publish kr raha tha, usne puri kitaab muslim ko bura kehne k liye likhi",1
apni trah charsi samjha hua hai ðŸ™„,0
bc nasal ki randi,0
ye kom bahanchod betichod or madarchod hoti hai. ye log apni ma bahan beti tak ko nahi chodtey never trust them in any condition.,0
 q mobile to bht mehga h nokia 3310 ki offer deni thi naðŸ˜‚,1
"although both of us have opposing views on this issue, you summed up what i feel. no wonder who this woman sides with, aik number ki ch****a he rahegi.  apne apko celebrity samajhti hai ""do takay ki aurat"" ðŸ¤£ðŸ¤£,",0
aik bat bolonn bhai jan aaj jis larke ne protest pe fire khool dia ..wo bht ghalat taa..osko jail me dal dena chahye  agr wo jail me hai to mi bharat sarkar k ache alfaz me tareef  krne se ni rkunga....,1
your people break the the other internet connection wires on pole don't know for what reason! like by doing this i would switch back to ptcl again bc. shame on you. #lahore #ptcl,0
zalmi k aan hn aap zalmi ki shaan hn app the one & only   ðŸ˜ðŸ”¥,1
many phly be kaha ha apke to kya bt haiðŸ˜œðŸ˜œ,1
aur too usi kothhe ki randee hai,0
sidnaaz to baap beti ki jodi haiðŸ˜‚ðŸ˜‚,1
shadeed qisam ka inferiority complex hu raha hi aj pheli bar twitter pe kisi ki tl dekh k.  ðŸ˜ŸðŸ˜ŸðŸ˜žðŸ˜žðŸ˜žðŸ˜–ðŸ˜–ðŸ˜– bhut shadeed complex.  like i want to deactivate and never come back.  why so savage and cool yaar?,1
 imagine achi hua krti thi laikin aj nhi ho pa rahaðŸ˜…,1
clear hand ball tha ðŸ˜‚ðŸ˜‚ðŸ˜‚if that was not a handball to bhenchod madrid vs betis wale me randirona mat karo,0
us ahmaq sa app ba shadi q ki,1
 bai babari msjd k bry b update dya kren or ho sky tu trend b ik lzmi hna chya.,1
  comments or like wasy b mil jny h....labas tu achx ho.,0
aby kbhi b ni ayi pr jis trha tu story suna ra h lgta teri amma zrur gyi hongi ðŸ˜‚ðŸ˜‚ðŸ˜‚ or phr tu huwa isi liye pic mn b mun chupa k rkha koi bap phchan na ly ye to apun ki lgayi hui satt h jo aik randi ko lgayi thiðŸ’–ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
bright sab right kar de ga.,1
abay bharwe trailer ko song se compare kar raha ha ðŸ˜‚ðŸ˜‚ðŸ˜‚ reshma k dalleeee,0
han na kisi qabil ban gya hota to behn ka bojh hi halka kar deta,0
maderochood bhadve saale aatankwadi ki jhate jihadi randi ki aulad halala ki paidaish jihadi chakke maderchod pakistanti suwar ki aulad maderochood bhadve saale gandfattu chakkemaderchod pakistanti swaro ki nazayaz aulad asif ghafoor saale teri maabhosda maderchod randi ki aulad,0
bahanchod paidaishi atankwadi hote hai,0
"abey bsdk,  ka photo nikalne ke liye tumhe camera diya tho khudki selfie kaahe kheech rahe ho dalle... akal tere akhrot mei se nikaal bahar ðŸ™„",0
maturity is when you keep your mouth shut when you want to say something mean to someone. only people at peace with themselves can do this.,1
"tu sex toys sey apni choot ka kujli mita basss randi,,, modi ku galiya deygi,,, aab toh tu porn hub mey famous ho gayi hey...",0
hahahaha...tujhe itne saalon m b samaj nhi aaya...  abe tu pagal kutte k tarah bhaunk raha hai...aur bhaunkta rahega ese hi...aur kisi din frustration m nikal lega..mujhe  ðŸ”” farak nhi pdta..ðŸ˜‚,0
madam will pay nakli respect also bcoz hijra's jhukte hai unke aage.. ab toh madam ne bala saheb ji ke bete ko woh bana diya hai.,0
"jis desh se apni bhasad hui hai , ye sale wahi kyu dosti dikhate hain,  370 ke time england jaker randi rona machaya , doklam ke time china se secret meeting kr rahe the sale , sach me bhot bade gaddar hain yar....",0
",salla, madar chod, randi ki aulad, bastard u & your corrupt congress party, & nakli gandhiâ€™s destroyed this country & now blames modiji bastard tu salla kutta mar bhen chod.",0
or phly pucha to main ny hai aap btay na ?,1
ha toin danish koi harami ki olad ha,0
  rehne de ab koshish mat karðŸ˜‚ðŸ˜‚,1
o jahil ke bche ye bar nahin cafe ha or ye wo botel nahin jo tm logon ko tun kr de,0
â¤ï¸ðŸ˜­ dm b dekh lo zara,1
teri chut me sabhi bhaiyo ka lund reply de randi,0
follow me guys. back mily ga. 100%,1
yaar yeh banda acha bhala hota tha. ab is bhenchod ki mat he mari gayi hai.,0
sochne ka mia hai. me bhi roz sochti k koi book parhni. sochte sochte aik mah se ziada ho gya ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
hijra ðŸ˜ ðŸ˜¡  suar ki aulad ðŸ˜ ðŸ˜¡ðŸ˜¡ðŸ˜¡,0
kuch bhi bol do na.... aukad hai toh doctor banke dikha behen ke kate hue lode muh me tatti daal apni randi maa ki madarjaat.,0
rt : ye waqt bhi guzar jyega.,1
arey toh dahian tu kar le call dekh uthate hai kya bb waleðŸ˜† yaha bas bhaunk ti rehti haiðŸ¤·ðŸ»â€â™‚ï¸ ek chamach dahi k liyeek tweetðŸ˜†,0
   khan riasat medina ka keh rahe hain or yahan nudity ko promote kya ja raha ha.waise name ha islamic republic of pakistan or media totally non islamic,0
nahi uska tu clear hoga wo singer ha. khans khans k bura haal ha,1
 sawaagat k liye bht bht shukria ðŸ˜‚ðŸ˜‚,1
mera jazz don't distrub my privacy but always remind me once a day k there are many message in ur box check them by dialing xxxx or reply but sorry jazz jee mere pass paisey nhi hainðŸ˜­,1
 achaww ab aap bhi aese kahain geeðŸ™‚ðŸ’”,1
hahahha yeh sarry katoary forign yahoodi funding me mulawis hen....maza arha hy ab inko bhonkty dekh kr....bhonk kuttay bhonk,0
kamran be like mein bc pehlay he team mein nahin aa raha ye kya panauti betha diya mere saath. imam thinking about shadab scandal,0
 ðŸ™„ðŸ™„ðŸ™„ðŸ™„kisi ko kya problem hogi buddy,1
rt : asa kon ludo khelta hi bc ....ðŸ˜‡,0
kitane maulviyon ne tumhari ammi jaan ka halala kiya hoga tab jakar tum jaisa suar nikla hoga .. ye bhi to bta re mulle..,0
 apni post per comments bhe read kr leya kro... ta k tum ko andaza hu jae tumhari okaat kya... selected indian agent,0
ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ hosla deta bnda aap bisti kr rhy,1
 3 din se uni nahi jaa rahiiii ðŸ˜¨ðŸ˜­ðŸ˜”,1
kr lo thori der baat fr nahi kron ga tang tumhe,1
"my boss, sara din kaam hee krta hon tumhari trah nahi hon aur overtime lagane ka muje koi shoq nahi",1
 apna tu puri life kharab ho gya ðŸ™„,1
ajeeb bhenchod zindagi hogai hai hina,0
     khel to pehly bhi nhi tha? ðŸ¤”,1
mene ap k comment parhay hen phir kha he zyada bano nhi ðŸ™„ zahir he jb doghlay march ko support krty ho to khud ko defend krny k liay aisi thinking bhi develop kr li ho gi.  ap se zyada aqal mand to koi nhi ho skta.,0
 thank u main jab jao ge tmhary liye dua karo ge insah allah â¤,1
phudi piyri ha aunty ki kali bhi ni ha,0
 mery inbox ma hoga ðŸ˜‚,1
iisssss ohhh naziya  meri randi chhinal...  kya  sexy than hai teri kuttiya..   saali  teraa dudh pilaa   pilaa  muje... sexy,0
chawal ha yeh,0
nahi baaz ana aap nay b,1
har taraf shanti hai mera kashif lanati hai. ðŸ˜‘,0
bahanchod ye kya bakchodi hai?ye koi chutiya khana hai?,0
 aray mujhy koi kuch nhi bolta ap tension na lo meri..ðŸ¤£ðŸ¤£,1
â€¢ppp gave a ticket to mithoo mian â€¢ppp voted against forced conversion bill in sindh â€¢ppp mna shehla rashid started a storm against atif mian for being an ahmedi ppp banned minorities from becoming pm â€¢bilawal doesnâ€™t like being called zardari because his father is a disgrace,0
bc lgta h ye 4g ni h koi 92 ka entena h jsk signals ese gyb hte jese bc ye jagah dunya mei nai hai  fucking shit all companies #zong #jazz #telenor  apni toi mei le lo ye speed *****,0
khinzeer ki aulad apni yahoodi jesi soch ka natija daikh le.,0
fasla rakhen phir baad me aapko same feel nahi hota ï¼ˆÂ´ï½žï½€),1
" tery jesi ko to koi dekhy bhi na, sex to buht door ki bat h harami aurat",0
 kabhi kabhi bachane wale ki zayada pitayi hoti hai especially jab koi kisi ka baap banne ki try karta hai ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£     ,1
  wah ye sai hy ab tum sariyal ho is mn mra kya kasor,1
rt : 10 rs tak ayien gay kuch din tak wait kro bus,1
gali q derhi ho bhenchod?,0
one & only harami khan,0
 nikkah to sadgi sa bhi kia ja sakta jism ke bookh he metani ha to bs log apni sho sha k lya krty hain,1
larti hai saali ðŸ˜¤,0
 bilkul guys yeh mat socho mai nhi keron ga to koi aur ker dey ga yeh socho agar mai b ker don ga to margin increase ho jay ga aur thora thora ker k he record bantay hain. #keepshiningsid,1
"riyasate madina took many years to construct.jews,infidels,muslims all woven into one.ik facing full time assault by ppl calling him yahoodi agent,qadiyani,blasphamer and these guys taunting him for being ineffective never call out his opponents for hypocrisy",1
meko kia mily ga ðŸ¥º,1
 right pakistan nay jang ka kaha tu hogi q kay muslman jo ak dafa kah daay kar kay dekhatay han pichay ni hattay,1
  jab net nahi hoga tab kia karo ge ?ðŸ˜‚,1
"hareem moved form from""sh.rasheeh to abdul qavi"" sorry to say,recall how the voyage of controversies against qandeel ended! still the depressed & aggressive face of hareem's father revolving before the eyes saying""na janay mujhy kissi ghlti ya gunah ki saza mil rahi"" #hareemshah",1
tuj khabees ko allah ne nahi beja .tuj ko general bajwa ne election chori kar ke yahoodi agenda pura kia he.,0
oh bharwe. record me jaake dekh penelties pe kon jeeta he,0
aap kirdarkashi say baz q nahi atayðŸ˜¡,1
shout out manga ha tareef krny ko ni kaha,1
muhabbat bs shuro ho hi jati ha hr ksi ki story ka start different hota ha,1
   okay mai un sai mang leata hon.,1
"quetta pakhtoonkhwa humara gharor ha, #releasemanzoorpashteeen",1
phir uska koi kaam bhi nhi karti.. phir woh mujhy laa k deta hai..ðŸ˜‚ðŸ˜‚,1
 tou mjhy b yad krwa dyn k kia tweet thi kia likha tha m ne... aur kb ki thi,1
"muh se tere mungfali nahi tootega, aur gyan tu g*nd se akhrot todne ki  de rahi hai. ja ja kar pogo dekh",0
"chal dil mare, ye duniya jhooti, log hain bharwe.",0
dil dukhta ha pagli,1
kutto ko bhaunkane se pahle sochna jarur chahiye ki vo kis par aur kyo bhaunk rahe hai,0
tari pan di phudi gst ki bachi,0
"chal hamare to shabdo ke mtlb ko badal k bakchodi karte ho tum jasa ki tume sikhaya jata hai atank ki factories (madarsa) mein. pr ye baat to puri dunia janti h ki tum apni hi bhen chod dete ho, halala bhi tumhare yahan hota hai, aur popat ne 9 saal ki aisha k sath balatkar kiya.",0
 waaah sadqe jaon tmhre plans pe ðŸ¤£,1
"nope. he is murdered just because he is a shia. one punishment for a shia and another for a sunni - and the irony, the punishment was confirmed by an ahmedi who wants to rule barkistan",0
 nhi....vo virus to logo ko maar rha ...,1
sahi bhenchod kisi sasti jagah sy sy taluq rakhta hai...sahi dhoond dhoond k sasty lfx likhta hai...bhenoun ko bhejh naw garm houn wesy v barish ho rahi haiðŸ‘™ðŸ‘™ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ’µðŸ’µ,0
 tu toh college mein bhi yahi bolta tha,1
 aurat ka apna naraaa hi jisam say start hy ..usko hi ly ker rorahi hy ...mera jisam meri marzii liberals aurtoo ka nara hy babu qaid azeem ka nahi,1
chal be gashti deya ..gaye ka peshab bi kar betha hai kia teri behen ko chodo,0
 tu kis kis ko galat kahe gi ghatia aurat tera maqsad hi bs behayi phelana hai or isi waja se tujhe sirf zillat hi mile gi,0
meanwhile pakistan hangs to death a shia army officer and pronounces life sentence to sunni army officer for the same alleged offence...and petitions against general bajwa for being ahmadiya...,1
 o hello meri adhi say ziyada tweets retweet kartay ho baki toh hit nhi hoti.. yeah tweet hi achi thi..ðŸ˜’,1
mje to apke ghr k ye lwn acha lgta ðŸ˜¬ðŸ˜¬,1
bc.... jab train mi aag lagane nikle the to ghar mi kahi achhi jagah chupana cahiye tha naðŸðŸ,0
"sunao janab, pehle hi arz ki thi kuch nahi milne wala",1
       dur fitty munh tere ty,0
khud ko dekh liya kya charsi,0
kanjri ka bacha rundi ki aoulad kuttaaa,0
 hota to hy lekin hm ny just exam me write e krna hta even practical me b koi performance ni krwaty to agr na b kren to ye prh skty ye pooch rhi?,1
rt maaro sab isko jaldi ,1
  tardeed e hogi ya action bhi hoga?,1
q aap don hu....ðŸ˜²,1
   thanks ki koi bat nae mam... jo mian sb k chahne wale hain wo hamare sar ankhon pe....,1
 allah ap ko zindagi de ameen,1
randiyon ko discuss kia jata hai,1
kia akhrot qaum hai.,0
inse baat karke koi fayda nahi hi yeh ðŸ ke andhe fans hai matlab stupidity ka level hi alag  hai in logo kaðŸ¤£ðŸ¤£ chod do bhai we know sid is best .,0
"lkn is case me to pori qoam youth hi nangi hojyegiðŸ˜‚ðŸ˜‚ yahoodi funds.. raw fund, ahmadi funds, yaadyani fund. pti ki tabdeeli ka satiya nas hone ja rha hai. i am so excited ðŸ’– kb wo din ayega k jb pti ka berha ghark hogaðŸ‡µðŸ‡° phr nawaz ayega 4thi barðŸ’– ek wari fir sherrrrrðŸ’–ðŸ’–ðŸ’–",1
 ye emoji mjhe ajeeb feel krwata dont use itðŸ™‚,1
bola na lode ... research kr fir bhaunk,0
"teri maa ki choot mother chod,sabko pta hai tu muslim hai hindu name ki aand me bol raha hai...",0
 new song koi b aye pehle aap ko pata chaltaðŸ˜,1
ap jitne b pehalwan hn agr apke samne khare 10 year old kid k hath me gun hai to wo ap se zada taqatwar hai,1
  mn bhi miss kr raha tery ko nhi dry fruits ko tcs kra jaldi ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜†,1
 duaoun main yaad rakhna ðŸ˜‡,1
 bhai see mera ye bhai ap k kitny bary fan hai ðŸ¥ºðŸ¥º   kafi time sy ap k reply ka wait kar rhy hai â˜¹ï¸  inko aik reply kar do inki life ban jaye gi ðŸ™  bhai fikar not he will respond u one day ðŸŒšðŸŒš ,1
pr main hindu hoon....teri maa hindi me hi chod dunga tu sunega.....aur bahanchod tum katuo ne bnaya h aurato ko pair ki jooti....na ki ham...samhh ra h na bsdk,0
you mean bhenchod wese voice me too phenchod kehte hai ðŸ˜›ðŸ˜›ðŸ˜‚,0
akhrot gaye ab vicky donor hi madad kar sakega....,1
 tu zinda ha ðŸ˜’,0
laanat hai tumhari soch par. yahoodi khan k dor ki mehangai ka b kuch zikar kar,0
abhy jaaa bsdki na ho tou bc randi sali tera baap yeh nhi bol rha keh to shareef hai bhen ki lori hai to or tera baap yeh manta hai and i feel pitty for him ! but jo tuny bund marwai hai yeh toi ab hoga bund marwane se phele socha kro beta !,0
nhi ho skti..25 saal ka larka hai or 40 saal ki larki  thi is liye ab shadii krny k liye larky ko bhi (thaa) hona pry ga,1
tum jesi randi sy kar k yahi hona hai,0
what abt bilawal bhuttoâ€™s manners. what abt the manners of pml n ppp mnas who were laughing and mocking ikâ€™s wife. what abt those calling him yahoodi agent. ik is much better than all these rascals,1
 kya pata aesa na ho.,1
"chootia sala rundi ka bcha,, khud bahir beej k bhaashin de rha ha kutta",0
ok don't worry meri jaan in sha allah bilkul theek hojayega jaldi se. achi baat hai use this period to get complete rest and recuperate. i will pray for you too may allah bless you with speedy and complete shifaa ðŸŒ¸ðŸŒ¸ðŸ˜˜ðŸ˜˜,1
tujhe bada akhrot aur bada lod pasand hai isliye,0
okaat par aagya?  tere dharm me yhi to khasiyat hainðŸ˜‚ bahen betiyo ko gaali dena. teri bahen ka randi naam sahi h,0
bhai ye madar chod log he jab koyi inko follow nahi karta to fake account bana kar ma chudane aa jate he,0
bore kar rahe hain  wale   rashmi ko faltu ka footage   #sidharthshukla,1
 ye kya bat hiwiðŸ˜ðŸ˜ðŸ˜”,1
ajao ...... per please baaki sb se lerna mat .....ðŸ˜œâ˜ºï¸ ,1
 15 feb ko ..kahi suprise e na ho jae hahah,1
teri ammi ko bola nikal sale halala ki paidaish,0
tu apni bata tu padha likha hai. hijra ki ulad,0
 us ny thok diya tha us ma kysðŸ˜‚ðŸ˜,1
gajar for eyes... dimag ke liye akhrot... aur sanjay raut ke liye dua... isse dawa nahin dua ki zaroorat hai ab... ðŸ¤£ðŸ¤£ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
rt : abey o andhey baaki ke 3 hindus tere baap hain kya ? issmein bhi tujhe religion chahiye ? aur tu advocate hain ? sick mind,0
agar unmute na kre to bol dena chehre to langoor hai tera or tu hijra hai,0
acha howa bangali alag howa fasadi log hn ye bangali agar aaj hamra sath hota tu kafi mushklaat create krta,0
teri maa ki choot bhosdiwala..  randi ka baacha.  teri ma ko bol apna rate barade nhi th koi chodega nhi..  aur tera ghar nhi chalega .. maa ko chudwakar th ghar chalta tera..  sun apne baap se panga na le..  maa chod ke rakh dunga..  chal nikal ab randi ka baccha,0
"hawaldar saab, ap ka idara to bohat aqalmand hai, bohat aqal ki batain karta hai. like operation jibraltar, kargil etc. etc. salay phudi day gandoo teri or teri napak foj ki maa ki choot main lora",0
